,commodity,cty_code,dist_unlade,port_unlade,year,month,gen_val_mo,air_val_mo,air_swt_mo,ves_val_mo,ves_swt_mo,cnt_val_mo,cnt_swt_mo,gen_val_yr,air_val_yr,air_swt_yr,ves_val_yr,ves_swt_yr,cnt_val_yr,cnt_swt_yr,port_full,distance,co2
954767,852859,5700,17,03,2024,12,163602,0,0,163602,11815,163602,11815,2590670,3650,1232,2587020,140713,2500830,132742,1703,19022.34637113229,898996089.4997121
954771,852859,5700,18,03,2024,12,8400,0,0,8400,13,0,0,568562,0,0,568562,12185,515162,12032,1803,18893.35511925648,982454.466201337
954787,852859,5700,27,04,2024,12,5174828,0,0,5174828,292691,5090382,288244,125082059,0,0,125082059,5342559,121837455,5218178,2704,10674.961095071822,12497860151.510666
954788,852859,5700,27,09,2024,12,4613109,0,0,4613109,223171,4609787,222977,46721473,0,0,46721473,2228861,46380027,2214608,2709,10674.961095071822,9529366970.193094
954793,852859,5700,28,09,2024,12,364959,0,0,364959,9421,364959,9421,4361743,0,0,4361743,105119,4325743,104919,2809,10028.77593686844,377924392.4049503
954794,852859,5700,28,11,2024,12,155625,0,0,155625,2705,89014,1393,6528971,5667,110,6523304,158871,4927958,132398,2811,10046.74200897614,108705748.53712183
954797,852859,5700,30,01,2024,12,311108,0,0,311108,8638,311108,8638,2870402,0,0,2870402,77096,2642836,69433,3001,9526.354065239659,329154585.6621607
954798,852859,5700,30,02,2024,12,204014,0,0,204014,25303,193614,21595,5832137,0,0,5832137,231888,5714004,216676,3002,9561.769581602828,967765822.8931855
954811,852859,5700,36,04,2024,12,5880,0,0,5880,185,5880,185,24183,0,0,24183,705,24183,705,3604,10541.191735416765,7800481.884208406
954823,852859,5700,49,09,2024,12,272830,0,0,272830,11634,157637,11087,1774224,0,0,1774224,160904,1241101,121271,4909,17976.190706469046,836540010.7162435
954825,852859,5700,52,01,2024,12,341455,0,0,341455,26554,246055,20803,3810916,0,0,3810916,315905,3528866,301947,5201,18401.999381665668,1954586766.3230007
954829,852859,5700,53,01,2024,12,2849536,0,0,2849536,97517,2849536,97517,23702074,0,0,23702074,916796,23559639,904340,5301,18890.7858055673,7368691037.606025
954840,852859,5800,10,03,2024,12,358003,0,0,358003,1953,358003,1953,6464690,0,0,6464690,70277,6333187,68110,1003,18908.46650603098,166177057.88825327
954844,852859,5800,14,01,2024,12,19794,0,0,19794,1099,19794,1099,33595,0,0,33595,1133,33595,1133,1401,18559.850853331212,91787742.3951495
954846,852859,5800,17,03,2024,12,212733,0,0,212733,8331,212733,8331,11045950,0,0,11045950,217928,11045950,217928,1703,18153.60222059694,680569470.449069
954849,852859,5800,18,01,2024,12,8485,0,0,8485,395,8485,395,80187,0,0,80187,3010,77767,2965,1801,17557.455778847645,31208377.64690169
954851,852859,5800,18,16,2024,12,10400,0,0,10400,161,0,0,47685,0,0,47685,391,0,0,1816,17773.6002412662,12876973.374797361
954852,852859,5800,19,01,2024,12,1567008,0,0,1567008,17100,1567008,17100,45248208,0,0,45248208,453002,45243208,452999,1901,17775.952028900057,1367859508.6238594
954859,852859,5800,27,04,2024,12,10458383,0,0,10458383,157326,9294768,122831,105666641,0,0,105666641,1818366,92821619,1440020,2704,9806.216944536469,6942477991.57265
954860,852859,5800,27,09,2024,12,28890,0,0,28890,684,28890,684,11080358,0,0,11080358,173383,11049213,172926,2709,9806.216944536469,30183535.75528325
954865,852859,5800,30,01,2024,12,128951,0,0,128951,4039,128951,4039,441661,0,0,441661,7365,409963,6635,3001,8657.609914704306,157356389.00470814
954883,852859,5800,53,10,2024,12,3500,0,0,3500,6,3500,6,33998,0,0,33998,214,3500,6,5310,18005.981879153605,486161.5107371473
955208,852862,5700,10,03,2024,12,1869543,38335,146,1831208,13936,1831208,13936,7161613,79552,312,7082061,99150,7059261,98963,1003,19777.210656566334,1102460830.8396337
955215,852862,5700,17,03,2024,12,8345,0,0,8345,14561,8345,14561,265125,0,0,265125,43277,265125,43277,1703,19022.34637113229,1107937542.040229
955222,852862,5700,27,04,2024,12,11684834,0,0,11684834,108767,11491079,104068,140575462,0,0,140575462,2107844,136418911,2079582,2704,10674.961095071822,4644333973.710708
955223,852862,5700,27,09,2024,12,436825,0,0,436825,11550,370585,11098,3595388,0,0,3595388,113150,3489900,112468,2709,10674.961095071822,493183202.5923182
955229,852862,5700,28,11,2024,12,2320930,0,0,2320930,16452,2320930,16452,27860538,0,0,27860538,207155,27781316,202754,2811,10046.74200897614,661155998.1267018
955231,852862,5700,30,01,2024,12,3305,0,0,3305,3472,3305,3472,13621,0,0,13621,5849,13621,5849,3001,9526.354065239659,132302005.25804839
955232,852862,5700,30,02,2024,12,4585,0,0,4585,1658,4585,1658,398545,0,0,398545,4517,398545,4517,3002,9561.769581602828,63413655.865189955
955438,852869,5700,10,03,2024,12,64202,0,0,64202,26999,64202,26999,1204077,0,0,1204077,389535,1204077,389535,1003,19777.210656566334,2135859642.0665379
955441,852869,5700,13,03,2024,12,80923,0,0,80923,12045,80923,12045,80923,0,0,80923,12045,80923,12045,1303,19663.71566713922,947397820.8427676
955443,852869,5700,17,03,2024,12,11094,0,0,11094,631,11094,631,789985,0,0,789985,17879,758305,17638,1703,19022.34637113229,48012402.2407379
955450,852869,5700,27,04,2024,12,2607624,0,0,2607624,155222,2562649,154747,38905215,0,0,38905215,1523172,37240766,1508960,2704,10674.961095071822,6627955244.396954
955451,852869,5700,27,09,2024,12,244529,0,0,244529,57473,244529,57473,5255530,0,0,5255530,496987,4434439,487183,2709,10674.961095071822,2454088156.068251
955474,852869,5800,27,04,2024,12,280569,0,0,280569,5253,280569,5253,7410039,0,0,7410039,108014,7410039,108014,2704,9806.216944536469,231804259.2434253
955602,852871,5520,16,01,2024,12,14160,0,0,14160,75,14160,75,379003,0,0,379003,1998,379003,1998,1601,20856.23784850532,10949524.870465292
955608,852871,5520,27,04,2024,12,1120381,0,0,1120381,11265,1120381,11265,27042245,0,0,27042245,212511,27042245,212511,2704,13525.16778851572,1066527105.9634072
955609,852871,5520,27,09,2024,12,901281,0,0,901281,6066,901281,6066,1347066,0,0,1347066,15050,1347066,15050,2709,13525.16778851572,574305674.6359546
955613,852871,5520,28,11,2024,12,790377,0,0,790377,8679,790377,8679,4761200,0,0,4761200,51246,4761200,51246,2811,12896.948702420039,783528324.5181247
955646,852871,5700,10,03,2024,12,20000,0,0,20000,1379,20000,1379,763682,0,0,763682,27112,763682,27112,1003,19777.210656566334,109091093.9816199
955649,852871,5700,17,03,2024,12,29600,0,0,29600,5543,29600,5543,372440,0,0,372440,8079,369100,7848,1703,19022.34637113229,421763463.7407452
955656,852871,5700,27,04,2024,12,695610,0,0,695610,48177,695610,48177,11660490,0,0,11660490,558482,11635220,557629,2704,10674.961095071822,2057150402.7091005
955657,852871,5700,27,09,2024,12,25200,0,0,25200,2793,25200,2793,11676164,0,0,11676164,156120,11676164,156120,2709,10674.961095071822,119260665.3541424
955661,852871,5700,30,02,2024,12,617299,0,0,617299,10374,617299,10374,1241608,0,0,1241608,14312,1241608,14312,3002,9561.769581602828,396775190.55819094
955671,852871,5700,52,01,2024,12,176400,0,0,176400,2409,176400,2409,2345066,0,0,2345066,33751,2345066,33751,5201,18401.999381665668,177321666.04173037
955677,852871,5800,27,04,2024,12,247754,0,0,247754,5064,247754,5064,6123679,0,0,6123679,142924,6123679,142924,2704,9806.216944536469,223464071.73209706
955678,852871,5800,27,09,2024,12,887376,0,0,887376,22544,887376,22544,1909741,0,0,1909741,49705,1909741,49705,2709,9806.216944536469,994821096.5893357
955844,852872,5520,10,03,2024,12,209520,2956,95,206564,11414,206564,11414,9371611,2956,95,9368655,479454,9368655,479454,1003,20027.00655439514,1600117769.6830628
955846,852872,5520,14,01,2024,12,2736470,0,0,2736470,156909,2736470,156909,89744591,0,0,89744591,5723610,89744591,5723610,1401,20353.93379194727,22356007781.524582
955847,852872,5520,16,01,2024,12,842535,0,0,842535,47613,842535,47613,34944860,0,0,34944860,2393133,34944860,2393133,1601,20856.23784850532,6951196368.766187
955848,852872,5520,17,03,2024,12,6092213,0,0,6092213,464707,6092213,464707,135938621,0,0,135938621,10468376,135938621,10468376,1703,20949.03024427143,68146126984.07251
955850,852872,5520,27,04,2024,12,34440587,0,0,34440587,3246418,34436080,3246300,744190735,0,0,744190735,58594286,744175890,58593819,2704,13525.16778851572,307358437131.6034
955851,852872,5520,27,09,2024,12,9810205,0,0,9810205,1238921,9810205,1238921,89008952,0,0,89008952,8087302,89008952,8087302,2709,13525.16778851572,117296300812.0098
955855,852872,5520,30,02,2024,12,112015,0,0,112015,6720,112015,6720,5741242,0,0,5741242,436733,5741242,436733,3002,12411.976275046727,583859363.978198
955859,852872,5520,53,01,2024,12,224030,0,0,224030,13440,224030,13440,50451094,0,0,50451094,3473628,50451094,3473628,5301,21740.992499011183,2045392574.306972
955879,852872,5700,04,01,2024,12,387067,0,0,387067,27874,387067,27874,2990835,0,0,2990835,215681,2990835,215681,0401,22786.719112209877,2540628034.1349525
955883,852872,5700,10,03,2024,12,781288,2345,355,778943,59421,771852,59181,16894117,2345,355,16891772,944292,16873801,943692,1003,19777.210656566334,4700726537.6953125
955886,852872,5700,14,01,2024,12,322203,0,0,322203,4834,322203,4834,3399211,0,0,3399211,196239,3399211,196239,1401,19428.595003866565,375671312.9947639
955888,852872,5700,16,01,2024,12,436792,0,0,436792,52298,436792,52298,7859653,0,0,7859653,922745,7859653,922745,1601,19013.219662419055,3977413447.620767
955889,852872,5700,17,03,2024,12,1761182,0,0,1761182,189298,1761182,189298,37067204,0,0,37067204,4115432,37067204,4115432,1703,19022.34637113229,14403568493.450401
955895,852872,5700,27,04,2024,12,60465502,0,0,60465502,4941892,60182688,4925566,797992928,0,0,797841680,65933257,793954848,65599513,2704,10674.961095071822,211018019344.1867
955897,852872,5700,27,09,2024,12,8560510,0,0,8560510,622532,8560510,622532,151248646,0,0,151248646,12899370,151248646,12899370,2709,10674.961095071822,26582019521.749004
955901,852872,5700,28,11,2024,12,29800,0,0,29800,514,29800,514,1217937,0,0,1217937,36137,1217937,36137,2811,10046.74200897614,20656101.570454944
955902,852872,5700,30,01,2024,12,614058,0,0,614058,48660,614058,48660,15172422,0,0,15172422,789877,15160860,789328,3001,9526.354065239659,1854209555.2582471
955903,852872,5700,30,02,2024,12,1880574,0,0,1880574,152218,1880574,152218,32485193,0,0,32485193,2038575,32069297,2023027,3002,9561.769581602828,5821893768.689677
955920,852872,5700,49,09,2024,12,31992,0,0,31992,1420,31992,1420,2645904,0,0,2645904,204433,2645904,204433,4909,17976.190706469046,102104763.21274418
955921,852872,5700,52,01,2024,12,179606,0,0,179606,11121,179606,11121,3137789,0,0,2938161,210021,2938161,210021,5201,18401.999381665668,818594540.4940156
955924,852872,5700,53,01,2024,12,3500,0,0,3500,1792,3500,1792,2167792,0,0,2167792,118149,2167792,118149,5301,18890.7858055673,135409152.6543064
955929,852872,5800,10,03,2024,12,361020,0,0,361020,2105,361020,2105,799010,0,0,799010,5845,799010,5845,1003,18908.46650603098,179110448.97837847
955932,852872,5800,14,01,2024,12,112260,0,0,112260,2480,112260,2480,224520,0,0,224520,4960,224520,4960,1401,18559.850853331212,207127935.52317634
955936,852872,5800,27,04,2024,12,570815,0,0,570815,19596,570815,19596,11356080,0,0,11356080,307140,11356080,307140,2704,9806.216944536469,864731822.603115
955937,852872,5800,27,09,2024,12,400935,0,0,400935,5410,400935,5410,1266479,0,0,1266479,18690,1263232,18670,2709,9806.216944536469,238732351.51474035
955952,852872,5800,52,01,2024,12,2400,0,0,2400,126,2400,126,56375,0,0,56375,13657,2400,126,5201,17533.25523113031,9941355.716050886
