,commodity,cty_code,dist_unlade,port_unlade,year,month,gen_val_mo,air_val_mo,air_swt_mo,ves_val_mo,ves_swt_mo,cnt_val_mo,cnt_swt_mo,gen_val_yr,air_val_yr,air_swt_yr,ves_val_yr,ves_swt_yr,cnt_val_yr,cnt_swt_yr,port_full,distance,co2
824176,845011,5700,27,04,2025,12,68585,0,0,68585,39245,68585,39245,14130117,0,0,14130117,4322375,14079244,4310664,2704,10674.961095071822,1675755.3927043746
824177,845011,5700,27,09,2025,12,523905,0,0,523905,172020,523905,172020,16796548,0,0,16796548,4475526,16796548,4475526,2709,10674.961095071822,7345227.230297019
824179,845011,5700,30,01,2025,12,31013,0,0,31013,10575,31013,10575,1766099,0,0,1766099,557432,1766099,557432,3001,9526.354065239659,402964.7769596376
824185,845011,5700,52,01,2025,12,29998,0,0,29998,5295,29998,5295,326484,0,0,283739,60019,283739,60019,5201,18401.999381665668,389754.34690367884
824188,845011,5800,10,03,2025,12,136745,0,0,136745,27165,136745,27165,1507331,0,0,1507331,278509,1465724,270501,1003,18908.46650603098,2311418.2168634925
824191,845011,5800,17,03,2025,12,20439,0,0,20439,5771,20439,5771,552842,0,0,552842,111467,552842,111467,1703,18153.60222059694,471439.9728677922
824192,845011,5800,18,01,2025,12,16830,0,0,16830,3092,16830,3092,272660,0,0,272660,48966,272660,48966,1801,17557.455778847645,244294.43970688613
824193,845011,5800,18,03,2025,12,2680,0,0,2680,896,2680,896,200727,0,0,200727,40821,200727,40821,1803,18024.61096872113,72675.2314258836
824194,845011,5800,27,04,2025,12,43957,0,0,43957,11123,43957,11123,1636180,0,0,1636180,310018,1636180,310018,2704,9806.216944536469,490835.47983335616
824195,845011,5800,27,09,2025,12,150115,0,0,150115,31786,150115,31786,1726192,0,0,1726192,320402,1726192,320402,2709,9806.216944536469,1402651.8530956628
824196,845011,5800,28,11,2025,12,96949,0,0,96949,19673,96949,19673,484933,0,0,484933,96149,484933,96149,2811,9177.997858440787,812514.3834109752
824198,845011,5800,30,02,2025,12,36536,0,0,36536,8649,36536,8649,435002,0,0,435002,85302,435002,85302,3002,8693.025431067475,338336.8962898617
824202,845011,5800,53,01,2025,12,8716,0,0,8716,1724,8716,1724,187804,0,0,187804,33030,187804,33030,5301,18022.041655031942,139814.99915973784
824363,845020,5520,10,03,2025,12,1948124,0,0,1948124,573029,1948124,573029,46494419,0,0,46494419,12597761,46494419,12597761,1003,20027.00655439514,80332388.77200945
824364,845020,5520,13,03,2025,12,164257,0,0,164257,55528,164257,55528,1933418,0,0,1933418,573792,1933418,573792,1303,20589.05445521992,8002883.110526163
824365,845020,5520,14,01,2025,12,114137,0,0,114137,38818,114137,38818,2241890,0,0,2241890,632618,2241890,632618,1401,20353.93379194727,5530693.013550664
824366,845020,5520,16,01,2025,12,59190,0,0,59190,16871,59190,16871,3114236,0,0,3114236,896306,3114236,896306,1601,20856.23784850532,2463059.121194933
824367,845020,5520,17,03,2025,12,461749,0,0,461749,166014,461749,166014,13279350,0,0,13279350,3837690,13279350,3837690,1703,20949.03024427143,24344826.148807343
824368,845020,5520,18,01,2025,12,594556,0,0,594556,164755,594556,164755,12201032,0,0,12201032,3331443,12201032,3331443,1801,21276.406622826886,24537760.612006906
824370,845020,5520,19,01,2025,12,50857,0,0,50857,16874,50857,16874,927022,0,0,927022,273880,927022,273880,1901,21494.9028728793,2538934.937538757
824374,845020,5520,27,04,2025,12,7490750,0,0,7490750,2106220,7490750,2106220,88024198,0,0,88024198,23162295,87983730,23157799,2704,13525.16778851572,199408852.29669306
824376,845020,5520,28,11,2025,12,504408,0,0,504408,173709,504408,173709,3968974,0,0,3968974,1014013,3968974,1014013,2811,12896.948702420039,15682212.43504078
824379,845020,5520,30,02,2025,12,550751,0,0,550751,153147,550751,153147,14815716,0,0,14815716,3847885,14815716,3847885,3002,12411.976275046727,13305998.514162067
824380,845020,5520,49,09,2025,12,296024,0,0,296024,73446,296024,73446,2859460,0,0,2859460,655927,2859460,655927,4909,20389.989128037603,10482941.990484947
824381,845020,5520,52,01,2025,12,165157,0,0,70600,16225,70600,16225,1703133,0,0,1249258,293928,1249258,293928,5201,21231.81236872519,2411403.0897779637
824382,845020,5520,53,01,2025,12,228321,0,0,228321,67871,228321,67871,3420165,0,0,3420165,890995,3420165,890995,5301,21740.992499011183,10329080.313302714
824384,845020,5700,10,01,2025,12,15704,0,0,15704,1745,15704,1745,32113,0,0,32113,7204,32113,7204,1001,19776.513077949607,138040.06128408827
824385,845020,5700,10,03,2025,12,49220,0,0,49220,16188,49220,16188,1805501,0,0,1805501,423498,1805501,423498,1003,19777.210656566334,1280613.9444339834
824387,845020,5700,13,03,2025,12,1441388,0,0,1441388,355590,1441388,355590,19823471,0,0,19823471,6457740,19823471,6457740,1303,19663.71566713922,27968882.61631214
824388,845020,5700,14,01,2025,12,70969,0,0,70969,17177,70969,17177,690678,0,0,690678,208909,690678,208909,1401,19428.595003866565,1334899.9055256639
824389,845020,5700,16,01,2025,12,5412808,0,0,5412808,1281483,5412808,1281483,60974211,0,0,60974211,18999000,60974211,18999000,1601,19013.219662419055,97460471.09062304
824390,845020,5700,17,03,2025,12,829398,0,0,829398,198516,829398,198516,13984206,0,0,13984206,4453942,13984206,4453942,1703,19022.34637113229,15104960.448846793
824391,845020,5700,18,01,2025,12,29499,0,0,29499,11530,29499,11530,1327376,0,0,1327376,484750,1327376,484750,1801,18426.199929383,849816.340743144
824392,845020,5700,18,03,2025,12,1171551,0,0,1171551,275365,1171551,275365,9208100,0,0,9208100,2865963,9208100,2865963,1803,18893.35511925648,20810274.92965624
824394,845020,5700,20,02,2025,12,115565,0,0,115565,17149,115565,17149,3127671,0,0,3127671,348259,3127671,348259,2002,18653.835136477017,1279578.4750217774
824396,845020,5700,27,04,2025,12,1989317,0,0,1989317,448220,1989317,448220,39065753,0,0,39065753,11436494,39063428,11436236,2704,10674.961095071822,19138924.248132367
824397,845020,5700,27,09,2025,12,7648646,0,0,7648646,1644848,7648646,1644848,63485887,0,0,63485887,18961345,63485887,18961345,2709,10674.961095071822,70234753.62922677
824400,845020,5700,30,01,2025,12,533177,0,0,533177,129213,533177,129213,4851678,0,0,4851678,1569491,4851678,1569491,3001,9526.354065239659,4923715.151327248
824401,845020,5700,30,02,2025,12,608700,0,0,608700,134826,608700,134826,5924460,0,0,5924460,1803616,5924460,1803616,3002,9561.769581602828,5156700.582436731
824409,845020,5700,49,09,2025,12,153272,0,0,153272,40909,153272,40909,3048339,0,0,3048339,700049,3048339,700049,4909,17976.190706469046,2941551.942443769
824410,845020,5700,52,01,2025,12,21736,0,0,13618,5664,13618,5664,836012,0,0,674697,194725,674697,194725,5201,18401.999381665668,416915.6979910174
824412,845020,5700,53,01,2025,12,58998,0,0,58998,23060,58998,23060,681671,0,0,681671,260650,672789,259664,5301,18890.7858055673,1742486.0827055275
824415,845020,5800,10,03,2025,12,1394926,0,0,1394926,257848,1394926,257848,43449719,0,0,43449719,6860936,43449719,6860936,1003,18908.46650603098,21939796.222411845
824416,845020,5800,13,03,2025,12,105215,0,0,105215,20029,105215,20029,1749527,0,0,1749527,306514,1749527,306514,1303,18794.971516603866,1694000.1802772647
824417,845020,5800,14,01,2025,12,3807,0,0,3807,790,3807,790,1323188,0,0,1323188,230501,1323188,230501,1401,18559.850853331212,65980.26978359246
824418,845020,5800,16,01,2025,12,289253,0,0,289253,52150,289253,52150,1820166,0,0,1820166,309655,1820166,309655,1601,18144.475511883702,4258054.790751307
824419,845020,5800,17,03,2025,12,1096038,0,0,1096038,185413,1096038,185413,21787903,0,0,21787903,3318289,21787903,3318289,1703,18153.60222059694,15146612.318373932
824420,845020,5800,18,01,2025,12,369789,0,0,369789,76838,369789,76838,8997668,0,0,8997668,1465729,8997668,1465729,1801,17557.455778847645,6070859.0421079295
824421,845020,5800,18,03,2025,12,2234,0,0,2234,746,2234,746,1407752,0,0,1407752,245218,1407752,245218,1803,18024.61096872113,60508.619021996834
824422,845020,5800,19,01,2025,12,58077,0,0,58077,10767,58077,10767,596817,0,0,596817,102833,596817,102833,1901,17775.952028900057,861271.5397282512
824423,845020,5800,27,04,2025,12,1939319,0,0,1939319,335668,1939319,335668,61493474,0,0,61493474,9520573,61493474,9520573,2704,9806.216944536469,14812349.532024004
824424,845020,5800,27,09,2025,12,3440121,0,0,3440121,657616,3440121,657616,44826171,0,0,44826171,7538628,44826171,7538628,2709,9806.216944536469,29019263.229892325
824426,845020,5800,28,11,2025,12,253220,0,0,253220,49360,253220,49360,6054749,0,0,6054749,1086081,6054749,1086081,2811,9177.997858440787,2038616.8843168677
824427,845020,5800,29,04,2025,12,36596,0,0,36596,5398,36596,5398,1206325,0,0,1206325,198118,1206325,198118,2904,8752.08573852728,212596.91467456616
824428,845020,5800,30,01,2025,12,103716,0,0,103716,18284,103716,18284,8324549,0,0,8324549,1292858,8324549,1292858,3001,8657.609914704306,712330.8285620409
824429,845020,5800,30,02,2025,12,414668,0,0,414668,84477,414668,84477,10030468,0,0,10030468,1590562,10030468,1590562,3002,8693.025431067475,3304623.192031292
824433,845020,5800,49,09,2025,12,155755,0,0,155755,26498,155755,26498,1071448,0,0,1071448,165953,1071448,165953,4909,17107.446555933693,2039909.0347760895
824434,845020,5800,52,01,2025,12,12367,0,0,12367,3204,12367,3204,361908,0,0,361908,69372,361908,69372,5201,17533.25523113031,252794.47392243682
824435,845020,5800,53,01,2025,12,142343,0,0,142343,29741,142343,29741,4858419,0,0,4858419,863758,4858419,863758,5301,18022.041655031942,2411970.9338803724
